0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,45.84,2,9,0,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,45.84,6,9,8,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,45.69,1,7,1,4
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,45.69,7,7,7,4
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,34.13,1,7,1,0
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,34.13,7,7,7,0
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,1,7,4,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,7,4,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,0,8,0,50.0,7,9,6,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,10,11,12,11,10,9,8,1,50.0,1,9,2,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,8,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,0,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,8,9,10,0,12,11,10,9,8,0,50.0,3,9,4,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,8,9,10,11,12,0,10,9,8,1,50.0,5,9,4,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,14,0,14,0,0,0,0,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,6,6,6,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,14,0,0,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,2,6,2,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,0,9,8,0,50.0,6,9,4,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,0,11,12,11,10,9,8,1,50.0,2,9,4,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,1,7,6,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,7,2,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,3
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,13,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,3
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,0,8,0,50.0,7,9,8,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,9,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,10,11,12,11,10,9,8,1,50.0,1,9,0,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,1,7,2,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,7,6,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,5,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,3,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,14,0,14,0,0,0,14,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,8,6,8,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,0,6,0,5
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,4,5,4,4
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,13,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,6
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,13,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,6
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,0,1,50.0,8,9,8,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,8,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,10,11,12,11,10,9,8,0,50.0,0,9,0,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,9,10,11,12,11,10,9,8,1,50.0,0,9,0,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,8,9,10,11,12,11,10,9,0,0,50.0,8,9,8,8
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,5,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,3,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,10,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,0,11,12,11,10,9,8,1,50.0,2,9,0,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,0,9,8,0,50.0,6,9,8,7
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,4
1,2,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,4
1,13,3,4,0,4,3,2,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,7,1,0
1,2,3,4,0,4,3,13,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,0,50.0,7,7,7,0
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,62.46,7,2,4,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,62.46,7,2,4,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,62.46,1,2,4,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,62.46,1,2,4,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,58.85,7,0,6,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,57.3,2,3,2,4
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,55.81,7,0,5,1
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,55.06,1,0,0,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,54.23,1,2,3,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,54.23,5,0,4,1
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,54.23,1,0,2,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,54.01,6,3,6,4
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,53.4,1,2,0,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,52.72,0,0,0,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.53,0,0,0,1
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.08,7,2,7,4
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,2,6,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,2,7,6
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,1,2,2,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,50.0,7,2,5,2
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,49.92,0,3,0,4
1,2,3,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,14,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,9,10,11,12,11,10,9,8,1,49.85,1,2,6,2
